filename,max_lat,min_lat,max_lon,min_lon,file_type,file_size_mb,file_format,version,created,utmzone,srs
JAM_A03_2014_laz_8.laz,-9.061457508,-9.064652591,-63.00000009,-63.00204214,pointcloud,19.589831,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A03_2014_laz_9.laz,-9.091787806,-9.10083279,-62.99521702,-63,pointcloud,145.215549,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_0.laz,-9.399316712,-9.402775979,-62.99389633,-62.99845042,pointcloud,48.191239,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_1.laz,-9.390271819,-9.399316671,-62.99389639,-62.99845046,pointcloud,126.640598,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_2.laz,-9.343984326,-9.345047243,-62.99389734,-62.99845066,pointcloud,14.981226,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_3.laz,-9.381226921,-9.390271778,-62.99389655,-62.9984505,pointcloud,126.637786,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_4.laz,-9.372182019,-9.38122688,-62.99389671,-62.99845054,pointcloud,128.183602,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_5.laz,-9.345047285,-9.354092159,-62.99389718,-62.99845066,pointcloud,128.53939,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_6.laz,-9.363137112,-9.372181978,-62.99389687,-62.99845058,pointcloud,127.908736,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A04_2014_laz_7.laz,-9.354092201,-9.363137071,-62.99389702,-62.99845062,pointcloud,127.297564,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_0.laz,-9.358059081,-9.363136606,-62.98037553,-62.98178569,pointcloud,15.475232,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_1.laz,-9.363136697,-9.37218166,-62.98178505,-62.98492899,pointcloud,90.348051,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_10.laz,-9.417406066,-9.418659835,-62.98178262,-62.98492664,pointcloud,12.949452,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_11.laz,-9.372181528,-9.381226415,-62.98037451,-62.98178495,pointcloud,29.195058,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_12.laz,-9.399316295,-9.408361241,-62.98178316,-62.98492743,pointcloud,90.885898,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_13.laz,-9.390271327,-9.399316204,-62.98037349,-62.98178392,pointcloud,29.21307,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_14.laz,-9.358059156,-9.363136754,-62.98178552,-62.98492921,pointcloud,49.937034,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_15.laz,-9.363136622,-9.372181513,-62.98037502,-62.98178543,pointcloud,29.712607,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_2.laz,-9.399316219,-9.408361092,-62.98037298,-62.98178345,pointcloud,29.228731,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_3.laz,-9.390271402,-9.399316352,-62.98178363,-62.98492782,pointcloud,91.231163,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_4.laz,-9.372181603,-9.381226562,-62.98178457,-62.9849286,pointcloud,91.167401,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_5.laz,-9.381226505,-9.39027146,-62.9817841,-62.98492821,pointcloud,90.178093,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_6.laz,-9.408361107,-9.417405976,-62.98037247,-62.98178306,pointcloud,29.034637,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_7.laz,-9.41740599,-9.418659687,-62.9803724,-62.98178259,pointcloud,4.160448,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_8.laz,-9.38122643,-9.390271312,-62.980374,-62.98178448,pointcloud,29.782485,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A05_2014_laz_9.laz,-9.408361183,-9.417406124,-62.98178268,-62.98492703,pointcloud,92.607616,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_0.laz,-9.372177959,-9.381223432,-62.94601614,-62.9505712,pointcloud,120.422735,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_1.laz,-9.363133056,-9.372178533,-62.94601753,-62.95057248,pointcloud,120.691982,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_2.laz,-9.381222857,-9.390268326,-62.94601474,-62.95056992,pointcloud,118.704382,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_3.laz,-9.354088148,-9.363133629,-62.94601893,-62.95057376,pointcloud,121.786566,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_4.laz,-9.34641535,-9.354088721,-62.94602033,-62.95057484,pointcloud,103.310359,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_5.laz,-9.390267751,-9.399313216,-62.94601334,-62.95056864,pointcloud,125.501517,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_6.laz,-9.417402404,-9.418774818,-62.94601032,-62.95056479,pointcloud,18.850452,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_7.laz,-9.408357524,-9.417402981,-62.94601053,-62.95056607,pointcloud,123.465112,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2014_laz_8.laz,-9.39931264,-9.408358101,-62.94601193,-62.95056736,pointcloud,121.252598,LAS/LAZ,1.2,61/2012,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2015_laz_0.laz,-9.378072429,-9.381223432,-62.94601614,-62.95057037,pointcloud,46.107796,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2015_laz_1.laz,-9.381222857,-9.390268326,-62.94601474,-62.95056992,pointcloud,130.927264,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2015_laz_2.laz,-9.39931264,-9.408358101,-62.94601193,-62.95056736,pointcloud,136.530874,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2015_laz_3.laz,-9.390267751,-9.399313216,-62.94601334,-62.95056864,pointcloud,129.963708,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2015_laz_4.laz,-9.408357524,-9.417402981,-62.94601053,-62.95056607,pointcloud,155.942101,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A06_2015_laz_5.laz,-9.417402404,-9.418774818,-62.94601032,-62.95056479,pointcloud,24.760381,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_0.laz,-9.146057572,-9.155102664,-62.98179622,-62.98548333,pointcloud,104.724987,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_1.laz,-9.14605726,-9.155102497,-62.97638112,-62.98179659,pointcloud,144.757697,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_2.laz,-9.144732205,-9.146057648,-62.98179668,-62.98548338,pointcloud,15.059642,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_3.laz,-9.144731893,-9.146057481,-62.97638172,-62.98179666,pointcloud,18.113768,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_4.laz,-9.155102588,-9.164147675,-62.98179576,-62.98548296,pointcloud,92.637286,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_5.laz,-9.155102275,-9.164147508,-62.97638052,-62.98179613,pointcloud,136.801893,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_6.laz,-9.164147286,-9.167344647,-62.97638031,-62.98179567,pointcloud,47.37708,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A07_2015_laz_7.laz,-9.164147599,-9.167344814,-62.9817956,-62.9854826,pointcloud,33.184273,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A08_2015_laz_0.laz,-9.336000723,-9.345045967,-62.96529784,-62.96985193,pointcloud,135.496447,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A08_2015_laz_1.laz,-9.345045642,-9.354090882,-62.96529694,-62.96985116,pointcloud,146.738248,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A08_2015_laz_2.laz,-9.3269558,-9.336001048,-62.96529873,-62.96985271,pointcloud,131.77266,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A08_2015_laz_3.laz,-9.354090557,-9.362873581,-62.96529607,-62.96985038,pointcloud,145.301543,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
JAM_A08_2015_laz_4.laz,-9.322171305,-9.326956124,-62.96529963,-62.96985312,pointcloud,77.377278,LAS/LAZ,1.2,290/2015,20S,"+proj=utm +zone=20 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_0.laz,-26.53096363,-26.53400133,-49.0263764,-49.03282507,pointcloud,25.324004,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_1.laz,-26.51154988,-26.51324151,-49.04316318,-49.05043774,pointcloud,12.023333,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_2.laz,-26.51300435,-26.52216617,-49.03297905,-49.04316308,pointcloud,220.34916,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_3.laz,-26.53105207,-26.53634389,-49.03273726,-49.04285697,pointcloud,88.689882,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_4.laz,-26.51295561,-26.52202812,-49.02944812,-49.03313275,pointcloud,46.792415,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_5.laz,-26.52202822,-26.53119007,-49.03282518,-49.04301006,pointcloud,195.760944,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_6.laz,-26.52216626,-26.53127473,-49.04285707,-49.04918455,pointcloud,123.553525,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_7.laz,-26.53119017,-26.53687574,-49.04276144,-49.04658434,pointcloud,32.829541,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
MMA_A01_2017_laz_8.laz,-26.51314234,-26.52228321,-49.04301016,-49.05170818,pointcloud,180.98496,LAS/LAZ,1.2,270/2017,22S,"+proj=utm +zone=22 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_0.laz,-3.326067235,-3.327897145,-47.53767887,-47.54667919,pointcloud,17.150021,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_1.laz,-3.326041521,-3.328823564,-47.54667185,-47.55567457,pointcloud,32.601883,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_10.laz,-3.309677136,-3.317038448,-47.54662948,-47.55564423,pointcloud,137.811159,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_11.laz,-3.308750308,-3.317061575,-47.5376345,-47.54665158,pointcloud,173.949164,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_12.laz,-3.306897452,-3.308067211,-47.51964404,-47.52864285,pointcloud,6.353699,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_13.laz,-3.308035987,-3.317107947,-47.51964692,-47.52866581,pointcloud,190.037033,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_14.laz,-3.307843118,-3.308041598,-47.52863975,-47.53047531,pointcloud,0.272294,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_15.laz,-3.308014179,-3.317085344,-47.52863987,-47.53765886,pointcloud,192.485258,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_16.laz,-3.317027142,-3.326100646,-47.53765577,-47.54667467,pointcloud,159.653252,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_17.laz,-3.317004022,-3.326077274,-47.54664858,-47.55566758,pointcloud,170.524918,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_18.laz,-3.316998862,-3.326052645,-47.55564133,-47.55744617,pointcloud,24.282164,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_2.laz,-3.326039714,-3.328857753,-47.55566467,-47.55650773,pointcloud,3.675628,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_3.laz,-3.306251066,-3.30808562,-47.51312907,-47.51965027,pointcloud,19.093896,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_4.laz,-3.308058707,-3.317127996,-47.51218982,-47.51967305,pointcloud,134.505113,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_5.laz,-3.326092505,-3.326968089,-47.52963702,-47.53768367,pointcloud,3.551016,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_6.laz,-3.317096551,-3.32511466,-47.511467,-47.51969331,pointcloud,111.208051,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_7.laz,-3.317050632,-3.326123756,-47.52866281,-47.53768177,pointcloud,161.482386,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_8.laz,-3.317072773,-3.326044199,-47.51966996,-47.52868865,pointcloud,148.495233,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_9.laz,-3.310620755,-3.317014604,-47.55562505,-47.55806345,pointcloud,29.586537,LAS/LAZ,1,238/2014,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_0.laz,-3.326045503,-3.328856303,-47.55566613,-47.55650601,pointcloud,1.203647,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_1.laz,-3.308041233,-3.317102339,-47.51964864,-47.52866435,pointcloud,46.380508,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_10.laz,-3.317033021,-3.326094225,-47.53765732,-47.54667321,pointcloud,51.088408,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_11.laz,-3.308750583,-3.317056148,-47.53763621,-47.54665004,pointcloud,43.281156,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_12.laz,-3.32604767,-3.328824013,-47.5466733,-47.55567313,pointcloud,12.594575,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_13.laz,-3.309676417,-3.31703293,-47.54663137,-47.55564278,pointcloud,37.124736,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_14.laz,-3.31700972,-3.326070944,-47.54665013,-47.55566604,pointcloud,53.15344,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_15.laz,-3.307841295,-3.308041142,-47.528641,-47.53048143,pointcloud,0.158683,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_16.laz,-3.317056239,-3.326117425,-47.52866444,-47.53768032,pointcloud,48.975833,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_17.laz,-3.30801816,-3.317079285,-47.5286415,-47.53765723,pointcloud,46.338945,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_18.laz,-3.326094316,-3.326968509,-47.52961409,-47.5376825,pointcloud,1.940226,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_2.laz,-3.30625098,-3.308080738,-47.51312961,-47.51964855,pointcloud,6.349879,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_3.laz,-3.317079375,-3.326043834,-47.51967151,-47.52868712,pointcloud,46.310598,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_4.laz,-3.317005102,-3.32604758,-47.55564287,-47.55744472,pointcloud,7.955457,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_5.laz,-3.310622206,-3.31700963,-47.55562649,-47.55806155,pointcloud,8.201918,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_6.laz,-3.306897004,-3.308064134,-47.51964575,-47.5286414,pointcloud,3.204689,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_7.laz,-3.31710243,-3.325113757,-47.51146666,-47.51969169,pointcloud,31.712489,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_8.laz,-3.308064225,-3.317121401,-47.51218902,-47.51967142,pointcloud,35.080744,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PAR_A01_2013_laz_optional_9.laz,-3.326071034,-3.327897231,-47.53768041,-47.54667784,pointcloud,7.39741,LAS/LAZ,1,259/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PRG_A01_2013_P01a_laz_0.laz,-2.850938625,-2.855770971,-46.98811625,-46.99522905,pointcloud,14.237525,LAS/LAZ,1,284/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PRG_A01_2013_P01a_laz_1.laz,-2.84815613,-2.852937186,-46.97911909,-46.98811955,pointcloud,17.938583,LAS/LAZ,1,284/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
PRG_A01_2013_P01a_laz_2.laz,-2.838930039,-2.839160754,-46.96111856,-46.96163143,pointcloud,0.052897,LAS/LAZ,1,284/2013,23S,"+proj=utm +zone=23 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
